bank_no,bank_name,mobile,zip_code,address,swift_code,bank_province
102134009539,中国工商银行保定七一支行,0312-3126346,71000,河北省保定市七一中路1657号,SWIFT CODE,河北
102134009547,中国工商银行保定广济支行,0312-3223852,71051,河北省保定市天威西路733号,SWIFT CODE,河北
102134009555,中国工商银行保定红星支行,0312-5063584,71000,河北省保定市裕华东路24号,SWIFT CODE,河北
102134009563,中国工商银行保定新华支行,0312-2022876,71000,河北省保定市裕华西路678号,SWIFT CODE,河北
102134009571,中国工商银行保定开发区支行,0312-3130147,71000,河北省保定市风帆路515号,SWIFT CODE,河北
102134009580,中国工商银行保定朝阳支行,0312-3074364,71000,河北省保定市新市区东风中路1955号,SWIFT CODE,河北
102134009598,中国工商银行保定东风支行,0312-3036076,71000,河北省保定市东风西路407号,SWIFT CODE,河北
102134009602,中国工商银行保定三丰支行,0312-2171449,71000,河北省保定市建国路125号,SWIFT CODE,河北
102134009619,中国工商银行保定永华支行,0312-2011564,71000,河北省保定市永华南大街669号,SWIFT CODE,河北
102134009627,中国工商银行保定长城支行,0312-5075197,71000,河北省保定市长城北大街446号,SWIFT CODE,河北
102134009635,中国工商银行保定莲池支行,0312-2014034,71000,河北省保定市莲池南大街411号,SWIFT CODE,河北
102134009830,中国工商银行股份有限公司保定五四支行,0312-5063048,71000,河北省保定市五四中路368号,SWIFT CODE,河北
102134009944,中国工商银行股份有限公司保定七一支行阳光储蓄所,0312-3134787,71051,河北省保定市天鹅中路517号,SWIFT CODE,河北
102134010009,中国工商银行股份有限公司保定七一支行西苑分理处,0312-3182270,71000,河北省保定市天鹅中路1372号,SWIFT CODE,河北
102134010017,中国工商银行股份有限公司保定融盛支行,0312-3331083,71000,河北省保定市锦观城1号楼9号门脸,SWIFT CODE,河北
102134010025,中国工商银行股份有限公司保定风帆支行,0312-3223032,71051,河北省保定市建设南路156号,SWIFT CODE,河北
102134010033,中国工商银行股份有限公司保定天威支行,0312-3220790,71051,河北省保定市天威西路2212号,SWIFT CODE,河北
102134010105,中国工商银行股份有限公司保定融兴支行,0312-5995168,71000,河北省保定市东方家园小区B区东B商-10、11号,SWIFT CODE,河北
102134010121,中国工商银行股份有限公司保定河北大学支行,0312-5079502,71000,河北省保定市五四东路199号,SWIFT CODE,河北
102134010130,工行河北省保定清苑支行,0312-5800880,71100,河北省保定市清苑县新华中街038号,SWIFT CODE,河北
102134010148,中国工商银行股份有限公司保定融达支行,0312-5053305,71000,河北省保定市玉兰大街568号,SWIFT CODE,河北
102134010236,中国工商银行股份有限公司保定天鹅支行,0312-3150947,71051,河北省保定市天鹅中路70号,SWIFT CODE,河北
102134010252,中国工商银行保定富源支行,0312-3051273,71000,河北省保定市东风中路1902号,SWIFT CODE,河北
102134010277,中国工商银行股份有限公司保定新市场支行,0312-3036776,71051,河北省保定市七一西路河北建设集团综合办公楼一楼底商,SWIFT CODE,河北
102134010381,中国工商银行股份有限公司保定三丰支行先锋储蓄所,0312-2199352,71051,河北省保定市乐凯南大街2926号,SWIFT CODE,河北
102134088881,中国工商银行保定计划财务部,0312-3037622,71000,河北省保定市东风中路1902号,SWIFT CODE,河北
102134109647,中国工商银行满城支行,0312-7071252,72150,河北省满城县中山东路60号,SWIFT CODE,河北
102135109669,中国工商银行定州支行,0312-2330310,73000,河北省定州市中山中路,SWIFT CODE,河北
102135110534,中国工商银行定州宝塔支行,0312-2587552,73000,河北省定州市中心北街,SWIFT CODE,河北
102135110542,中国工商银行股份有限公司保定定州清风支行,0312-2330332,73000,河北省保定定州市清风北街,SWIFT CODE,河北
102135111391,中国工商银行定州支行长安分理处,0312-2359616,73000,河北省定州市定曲路长安工业园长安胜利公司东20米大门路南,SWIFT CODE,河北
102135209676,中国工商银行涿州支行,0312-3862356,72750,河北省涿州市范阳中路139号,SWIFT CODE,河北
102135211466,中国工商银行范阳路办事处,0312-3862053,72750,河北省涿州市范阳东路,SWIFT CODE,河北
102135309683,中国工商银行易县支行,0312-8212406,74200,河北省易县城内开元北大街31号,SWIFT CODE,河北
102135409696,中国工商银行徐水支行,0312-8683570,72550,河北省徐水县永兴西路8号,SWIFT CODE,河北
102135410756,中国工商银行股份有限公司保定徐水城关支行,0312-8688213,72550,河北省保定市徐水县城内大街,SWIFT CODE,河北
102135410764,中国工商银行股份有限公司保定徐水物探支行,0312-8645607,72550,河北省保定市徐水县物探局院内,SWIFT CODE,河北
102135410789,中国工商银行股份有限公司保定徐水振兴支行,0312-8665250,72550,河北省保定市徐水县振兴西路38号,SWIFT CODE,河北
102135410797,中国工商银行股份有限公司保定徐水支行东兴储蓄所,0312-8691900,72550,河北省保定市徐水县振兴东路67号,SWIFT CODE,河北
102135509701,中国工商银行涞源支行,0312-7321874,74300,河北省涞源县聚源大街130号,SWIFT CODE,河北
102135609718,中国工商银行定兴支行,0312-6913406,72650,河北省定兴县兴华西路18号,SWIFT CODE,河北
102135610873,中国工商银行股份有限公司保定定兴支行东城分理处,0312-6922010,72650,河北省保定市定兴县通兴东路81号,SWIFT CODE,河北
102135709729,中国工商银行顺平支行,0312-7621264,72250,河北省顺平县平安街14号,SWIFT CODE,河北
102135909735,中国工商银行望都支行,0312-7722939-8106,72450,河北省望都县中华街56号,SWIFT CODE,河北
102136209740,中国工商银行高阳支行,0312-6622708,71500,河北省高阳县东大街38号,SWIFT CODE,河北
102136309752,中国工商银行安新支行,0312-5321617,71600,河北省安新县城内建设大街,SWIFT CODE,河北
102136409767,中国工商银行雄县支行,0312-5811583,71800,河北省雄县铃铛阁大街35号,SWIFT CODE,河北
102136509770,中国工商银行容城支行,0312-5616702,71800,河北省容城县南环路,SWIFT CODE,河北
102136511062,中国工商银行股份有限公司保定容城支行古城分理处,0312-5611803,71700,河北省保定市容城县古城路40号,SWIFT CODE,河北
102136609784,中国工商银行高碑店支行,0312-2832871,74000,河北省高碑店市迎宾路39号,SWIFT CODE,河北
102136611116,中国工商银行高碑店白沟支行,0312-2882608,74000,河北省高碑店市白沟镇友谊路,SWIFT CODE,河北
102136709794,中国工商银行曲阳支行,0312-4262480,73100,河北省曲阳县恒州路,SWIFT CODE,河北
102136909804,中国工商银行安国支行,0312-3552158,71200,河北省安国市金融路73号,SWIFT CODE,河北
102137109816,中国工商银行博野支行,0312-8322473,71300,河北省博野县博陵中路69号,SWIFT CODE,河北
102137209822,中国工商银行蠡县支行,0312-6216573,71400,河北省蠡县城内维明西路52号,SWIFT CODE,河北
102137211368,中国工商银行蠡县留史支行,0312-6335773,71400,河北省蠡县留史镇,SWIFT CODE,河北
102137211376,中国工商银行蠡县支行永盛分理处,0312-6122812,71400,河北省蠡县城内永盛大街路西,SWIFT CODE,河北
102138011513,中国工商银行张家口分行业务处理中心,0313-2015706,75000,河北省张家口市桥东区宝善小区3号楼,--,河北
102138011521,中国工商银行张家口桥西支行,0313-8020992,75000,河北省张家口市桥西区新华前街158号,--,河北
102138011572,中国工商银行股份有限公司张家口学府支行,0313-4198334,75000,河北省张家口市桥东区钻石南路30号,--,河北
102138011636,中国工商银行张家口桥东支行,0313-2012183,75000,河北省张家口市桥东区解放大街20号,--,河北
102138011644,中国工商银行张家口五一支行,0313-5901718,75000,河北省张家口市桥东区五一路,--,河北
102138011749,中国工商银行张家口红旗楼支行,0313-4063579,75000,河北省张家口市桥东区胜利南路35号,--,河北
102138011773,中国工商银行股份有限公司张家口高新支行,0313-4055060,75000,河北省张家口市高新区富强路2号,--,河北
102138011845,中国工商银行张家口汇通支行,0313-2043454,75000,河北省张家口市桥东区宝善街小区60号,--,河北
102138011853,中国工商银行张家口明德南支行,0313-8056920,75000,河北省张家口市桥西区明德南街10号楼,--,河北
102138088887,中国工商银行张家口计划财务部,0313-2013043,75000,河北省张家口市桥东区解放大街20号,--,河北
102138111868,中国工商银行张家口宣化支行,0313-3028744,75100,河北省张家口市宣化区米市街25号,--,河北
102138111876,中国工商银行宣化牌楼支行,0313-3022782,75100,河北省张家口市宣化区牌楼西街1号,--,河北
102138111884,中国工商银行宣化南关支行,0313-3072078,75100,河北省张家口市宣化区南关桥北15号,--,河北
102138111905,中国工商银行宣化钟楼支行,0313-3012738,75100,河北省张家口市宣化区钟楼南街63号,--,河北
102138111913,中国工商银行宣化建国支行,0313-3014477,75100,河北省张家口市宣化区建国街44号,--,河北
102138111921,中国工商银行宣化钢城支行,0313-3063948,75100,河北省张家口市宣化区东风路6号,--,河北
102138112053,中国工商银行张家口下花园支行,0313-5053654,75300,河北省张家口市下花园区花园路5号,--,河北
102139112315,中国工商银行张北支行,0313-5222465,76450,河北省张北县张北镇永春南街259号,--,河北
102139512227,中国工商银行蔚县支行,0313-7213458,75700,河北省蔚县蔚州镇胜利路209号,--,河北
102139612298,中国工商银行阳原支行,0313-7512002,75800,河北省阳原县西城东大街8号,--,河北
102139712352,中国工商银行怀安支行,0313-7812330,75150,河北省怀安县柴沟堡镇南大街1号,--,河北
102139812194,中国工商银行万全支行,0313-4222380,76250,河北省万全县孔家庄镇建设路1号,--,河北
102139912140,中国工商银行怀来支行,0313-6223720,75400,河北省怀来县沙城镇龙潭西街,--,河北
102140112109,中国工商银行涿鹿支行,0313-6521829,75600,河北省涿鹿县涿鹿镇解放路1号,--,河北
102140212397,中国工商银行股份有限公司张家口赤城支行,0313-2701888,75500,河北省张家口赤城县霞城大道东关小区L2号楼,--,河北
102140312088,中国工商银行崇礼支行,0313-4612371,76350,河北省张家口市崇礼县西湾子镇长青路275号,--,河北
102141013013,中国工商银行承德业务处理中心,0314-2037138,67000,河北省承德市西大街26号,SWIFT CODE,河北
102141013021,中国工商银行承德热河支行,0314-2072976,67000,河北省承德市南营子大街16号,SWIFT CODE,河北
102141013030,中国工商银行承德太平桥支行,0314-2027072,67000,河北省承德市东大街太平桥2号,SWIFT CODE,河北
102141013048,中国工商银行承德山庄支行,0314-2191162,67000,河北省承德市西大街双柳小区16号楼,SWIFT CODE,河北
102141013056,中国工商银行承德双滦支行,0314-4074203,67002,河北省承德市钢铁厂厂区内,SWIFT CODE,河北
102141013064,中国工商银行承德开发区支行,0314-2122206,67000,河北省承德市开发区,SWIFT CODE,河北
102141013072,中国工商银行承德汇通支行,0314-2032120,67000,河北省承德市西大街路北49号,SWIFT CODE,河北
102141013089,中国工商银行承德鹰手营子支行,0314-5011329,67200,河北省承德市鹰手营子大街2号,SWIFT CODE,河北
102141013169,中国工商银行承德翠桥支行,0314-2067499,67000,河北省承德市翠桥小学南侧,SWIFT CODE,河北
102141013177,中国工商银行承德二仙居支行,0314-2137023,67000,河北省承德市双桥区南营子大街2号,SWIFT CODE,河北
102141013185,中国工商银行承德南营子支行,0314-2063177,67000,河北省承德市双桥区南营子大街30-7号,SWIFT CODE,河北
102141013208,中国工商银行承德普宁支行,0314-2160237,67000,河北省承德市北兴隆街,SWIFT CODE,河北
102141013216,中国工商银行承德电力支行,0314-2173117,67000,河北省承德市新华路北10号,SWIFT CODE,河北
102141013249,中国工商银行承德裕华支行,0314-2077940,67000,河北省承德双桥区裕华路商贸中心3号楼2-11号,SWIFT CODE,河北
102141013257,中国工商银行承德头道牌楼支行,0314-2185471,67600,河北省承德市双桥区大榛子沟阳光小区1号楼西4号,SWIFT CODE,河北
102141013273,中国工商银行承德虹桥支行,0314-2027074,67000,承德双桥区马市街1号综合楼,SWIFT CODE,河北
102141013312,中国工商银行承德双塔山支行,0314-4042147,67001,河北省承德市双塔山镇选矿路,SWIFT CODE,河北
102141013337,中国工商银行承德站前支行,0314-2086740,67000,河北省承德市车站路,SWIFT CODE,河北
102141013353,中国工商银行承德铁路支行,0314-2082441,67000,河北省承德市双桥区铁路中居宅28-3-4,SWIFT CODE,河北
102141013407,中国工商银行承德富华支行,0314-2061862,67600,河北省承德双桥区石洞子沟国税大厅,SWIFT CODE,河北
